system:index,EVI_Dynamic,EVI_Fixed1985,FVC_Dynamic,FVC_Fixed1985,NDMI_Dynamic,NDMI_Fixed1985,NDVI_p5_soil,NDVI_p95_veg,actual_imagery_year,region,year,.geo
14,0.1691174855828454,0.16064828460724292,0.26965918768852315,0.2672867464971947,0.1873456909748988,0.20701277485097516,0.17581257473553552,0.7694989758266718,1999,BTH,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.11130041785084661,0.11172361242443497,0.16403602540646411,0.16143790111270623,0.18877177142925866,0.1558534622337485,0.17589197203045545,0.7070297170677268,2000,BTH,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.12758560485303252,0.13041222462877486,0.22023676913020626,0.22466760009815184,0.2116352506768768,0.17689700316948384,0.17582457457730677,0.7226618125406932,2001,BTH,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.13594669694768474,0.13020476909710188,0.18972196159200047,0.18091841181262178,0.21765729767777645,0.1793465991847436,0.19147661738387398,0.7539407775152642,2002,BTH,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.1146135262107351,0.11433445562351735,0.1575450023230105,0.1535809582187921,0.2451054180674174,0.2141036326922734,0.18374422147690142,0.7226473094622937,2003,BTH,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.12443664858724077,0.12889299046395636,0.17363078691890804,0.16392745051112684,0.25503863531236554,0.2267974489599399,0.2383754246191374,0.7616834375407587,2004,BTH,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.12365000436620716,0.12624992061646623,0.17667553234959982,0.1717147596396378,0.2289457249219825,0.22396885959196533,0.20712541820197797,0.7538819013756083,2005,BTH,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.12573822861719333,0.13296759316188547,0.16700504891673493,0.17199674864197584,0.2363309774660975,0.21480159257445905,0.1914763685067838,0.7617216150106901,2006,BTH,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.1269757095813995,0.13941608162408897,0.17597427825878076,0.18406527137819806,0.235793988983376,0.219977570097471,0.19935520110982072,0.7382371061685498,2007,BTH,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.1392440989960639,0.15556909420671025,0.1734487700245299,0.18690084934644197,0.2665290447775372,0.25187613208684834,0.23054934917029044,0.7538549091835833,2008,BTH,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.11140701395077712,0.12023448903866742,0.1633186974598582,0.16792377747393372,0.1849601427583961,0.17209794476763748,0.199310746636239,0.7695085076218777,2009,BTH,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.12193206738856881,0.13077920817744149,0.1572560918502285,0.1663288073040554,0.19503485833863723,0.1997736381464383,0.19149909038039067,0.777291612032765,2010,BTH,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.12343164548915203,0.13700024398096727,0.18948126043227517,0.2089855519055003,0.19868224574242338,0.20883850536199786,0.19149251489465113,0.785139837785944,2011,BTH,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.1106289335988437,0.12008430586982581,0.1525585090983124,0.155818721713839,0.18605746087177463,0.19677832301478448,0.18366934956647119,0.8085541493936045,2012,BTH,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.13847265193360903,0.14804698400572766,0.21377831365523653,0.2317423781023879,0.18160155452202167,0.1936541751120843,0.2618418959361979,0.8163611762690283,2013,BTH,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.1408554528622829,0.14807977238918185,0.19378827347375704,0.2102194006633676,0.16294460405260983,0.1731663567050868,0.2695414369978924,0.808508105408882,2014,BTH,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.15033124107366194,0.14871525861905258,0.1867185235160626,0.1854869644394326,0.15912389072505242,0.1672506752839291,0.29304235745395263,0.8085120334601782,2015,BTH,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.12827316690088783,0.13014377381472006,0.16320342194610798,0.16088431081025223,0.13396298724438058,0.13582341318876048,0.2617594412282666,0.8163764621527845,2016,BTH,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.1305735762469061,0.13064704031654847,0.1686188779175553,0.16630482255307308,0.14322691997364123,0.14352018122730575,0.2695937114146839,0.8163878157006027,2017,BTH,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.13254239082960922,0.13937065772709809,0.16336770110420099,0.17104480947544723,0.1305277355441628,0.13384867299011852,0.27738733974430746,0.8241334691788139,2018,BTH,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.11708205193074284,0.11407985821954378,0.1452878974786617,0.14442776567230964,0.11361016713606807,0.1087182992519269,0.2539365436993301,0.8241985384712225,2019,BTH,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.14317751911887802,0.15029832494041298,0.20723641460356482,0.21975330469075452,0.16161745739749958,0.1748665659445696,0.2695701932839592,0.8241534948345576,2020,BTH,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
