system:index,EVI_Dynamic,EVI_Fixed1985,FVC_Dynamic,FVC_Fixed1985,NDMI_Dynamic,NDMI_Fixed1985,NDVI_p5_soil,NDVI_p95_veg,actual_imagery_year,region,year,.geo
13,0.09829544626138956,0.09493069078023883,0.20238769378652186,0.19133897013241286,0.34253487984787256,0.3251730062622091,0.058538887559793626,0.7851245447727617,1998,YRD,1998,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.10195301771993759,0.09564663421011955,0.20741027403958687,0.19597900515696912,0.3053370255021105,0.2900754202655669,0.05070935870082163,0.7850999792309695,1999,YRD,1999,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.0759949932323493,0.08596039095566299,0.15310882267191508,0.15639624790380147,0.3286619306494329,0.2674701976414372,0.09762513669281046,0.7851092549146977,2000,YRD,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.08516962841487263,0.09622551642147698,0.1627475499628303,0.1677841688231996,0.3339075906408859,0.29464126379994454,0.12107221544526867,0.77726260067116,2001,YRD,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.06606890578269967,0.08406506704501628,0.14519314615123483,0.1642662743300071,0.3592869710396739,0.3101608178890972,0.08208263606614666,0.7850930291950552,2002,YRD,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.048647328171070515,0.06275120316233328,0.14660564416021102,0.15724835788144337,0.3634711545073741,0.3140555826154835,0.02727402309087825,0.7928919054126896,2003,YRD,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.0724611037390016,0.07767284107232729,0.1527603796482788,0.15539690964458627,0.3359683126463103,0.3002409433207593,0.07424775063254291,0.7850684557694418,2004,YRD,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.06090187233607078,0.07098296012113854,0.14772094895326573,0.1524431618481247,0.35135330893361383,0.29798545645824037,0.05078039108300859,0.7929047670715772,2005,YRD,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.08800288902122666,0.09653865777175241,0.1673350591514618,0.1698650183584385,0.342946620351908,0.30035767946412695,0.08981680319007891,0.8007435103062799,2006,YRD,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.08837116209557927,0.09260924911053105,0.16966405576192026,0.16179688529215921,0.32884439837233254,0.2854393816865723,0.08990987152958001,0.8085309009475895,2007,YRD,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.09283972360736457,0.0960808725385536,0.1671613472281381,0.15413741698691535,0.31789955352012106,0.27722221500658845,0.09768231736424092,0.7850809816281435,2008,YRD,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0.09080722181699435,0.1031046048935925,0.15575810756461142,0.16652616749613827,0.3071721795440042,0.2628941206227971,0.11324617949086001,0.7928843483729416,2009,YRD,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0.0998026885651894,0.12526834822049465,0.1817589806342396,0.19783431062451892,0.33126723128396934,0.28627496837348926,0.12889921285584743,0.8240827089765534,2010,YRD,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0.1169879104636901,0.11995398225568188,0.1784522643052147,0.16738562601277251,0.30722368648080733,0.26864391589982606,0.13678307540795964,0.816349370941058,2011,YRD,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0.1011669641941636,0.1097334636508717,0.1840991855207571,0.18693266108867812,0.3107267332893658,0.25572774213152366,0.10550677766265067,0.8319641468442863,2012,YRD,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0.13366817296367992,0.14350250753488308,0.21770390475172274,0.2151999897425169,0.26018726891965765,0.22326698562954753,0.18360474816111833,0.8319835229194821,2013,YRD,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.11028167550152249,0.12526823563519993,0.19783377485214673,0.20129553122675894,0.25442358626530204,0.21019497919143498,0.16030186622142317,0.8085106425725881,2014,YRD,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.11305348094503281,0.12612119474315373,0.20889184452084922,0.21797271703405374,0.2637400636546301,0.22006482579327594,0.1522138942526552,0.8241598129471647,2015,YRD,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.1190355322320159,0.14318310659840783,0.23196851794706516,0.26042911688804365,0.255441161775849,0.21853015781244847,0.12105887680584304,0.8319723964508119,2016,YRD,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.13647721309701258,0.14548428376605183,0.22951220132992742,0.22602129989054515,0.2576925344918781,0.2172017143147554,0.18356892936964636,0.8397995464255935,2017,YRD,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.15058634826321826,0.1482710647759209,0.25209174834776044,0.2282591175103028,0.25511728785131826,0.2180058760677074,0.17586328668890414,0.8319712580708314,2018,YRD,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.16513395692555993,0.15955425525329767,0.2808933701482132,0.2527428580556569,0.2574236488819577,0.21610383805867656,0.1601813108839826,0.8319323991918682,2019,YRD,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.1321030428377735,0.15171884352314577,0.229596225577108,0.23947453308116726,0.2424148742150369,0.21196353613259422,0.16802471967090435,0.8397372778482749,2020,YRD,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
